Watchtower ID: WT3030WFXSP, Postcode: 3030, Population Served: 16718, Watchtower Point of Contact Name: Adam Guess, x: 144.658381, y: -37.920393, Diameter of Cell: 0.133228
Watchtower ID: WT3525PNKTT, Postcode: 3525, Population Served: 433, Watchtower Point of Contact Name: David Maxwell, x: 143.512977, y: -36.236051, Diameter of Cell: 0.347429
Watchtower ID: WT3525YPKBW, Postcode: 3525, Population Served: 433, Watchtower Point of Contact Name: Denise Roberts, x: 143.320907, y: -36.145249, Diameter of Cell: 0.484740
Watchtower ID: WT3525SFNVO, Postcode: 3525, Population Served: 433, Watchtower Point of Contact Name: Arthur Raisor, x: 143.663542, y: -36.267519, Diameter of Cell: 0.385749
Watchtower ID: WT3490QZBIL, Postcode: 3490, Population Served: 1293, Watchtower Point of Contact Name: Eldon Thompson, x: 142.092075, y: -35.629435, Diameter of Cell: 0.577496
Watchtower ID: WT3231VKTTU, Postcode: 3231, Population Served: 418, Watchtower Point of Contact Name: Karl Evans, x: 143.991742, y: -38.472416, Diameter of Cell: 0.125462
Watchtower ID: WT3231LJTGE, Postcode: 3231, Population Served: 418, Watchtower Point of Contact Name: Jeffrey Yeary, x: 144.017502, y: -38.472779, Diameter of Cell: 0.366597
Watchtower ID: WT3231YSKOO, Postcode: 3231, Population Served: 418, Watchtower Point of Contact Name: Leontine Mcghee, x: 144.071289, y: -38.416049, Diameter of Cell: 0.331497
Watchtower ID: WT3767ILZMN, Postcode: 3767, Population Served: 1251, Watchtower Point of Contact Name: Maryann Kay, x: 145.333733, y: -37.853258, Diameter of Cell: 0.040062
Watchtower ID: WT3795WSZUM, Postcode: 3795, Population Served: 1246, Watchtower Point of Contact Name: Alex Hawkins, x: 145.407251, y: -37.821875, Diameter of Cell: 0.117103
Watchtower ID: WT3766LGYUJ, Postcode: 3766, Population Served: 619, Watchtower Point of Contact Name: Carol Macduff, x: 145.404854, y: -37.813907, Diameter of Cell: 0.120091
Watchtower ID: WT3766LYICC, Postcode: 3766, Population Served: 619, Watchtower Point of Contact Name: Gary Evans, x: 145.395364, y: -37.818804, Diameter of Cell: 0.066211
Watchtower ID: WT3641BTUYG, Postcode: 3641, Population Served: 1238, Watchtower Point of Contact Name: Lamar Lozano, x: 145.348364, y: -35.842406, Diameter of Cell: 2.082015
Watchtower ID: WT3688ZTAMY, Postcode: 3688, Population Served: 618, Watchtower Point of Contact Name: Roberta Brown, x: 146.641087, y: -36.219214, Diameter of Cell: 0.296183
Watchtower ID: WT3688CBCFE, Postcode: 3688, Population Served: 618, Watchtower Point of Contact Name: Benny Cook, x: 146.811853, y: -36.153146, Diameter of Cell: 0.142994
Watchtower ID: WT3381NFBPE, Postcode: 3381, Population Served: 151, Watchtower Point of Contact Name: Daniel Acosta, x: 142.573511, y: -37.043937, Diameter of Cell: 0.334674
Watchtower ID: WT3381EFBIQ, Postcode: 3381, Population Served: 151, Watchtower Point of Contact Name: Dale Garcia, x: 142.469651, y: -37.052171, Diameter of Cell: 0.220223
Watchtower ID: WT3381APGKW, Postcode: 3381, Population Served: 151, Watchtower Point of Contact Name: James Larsen, x: 142.779852, y: -37.013550, Diameter of Cell: 0.290192
Watchtower ID: WT3381LWKCT, Postcode: 3381, Population Served: 151, Watchtower Point of Contact Name: Le Gomez, x: 142.518403, y: -37.258946, Diameter of Cell: 0.270567
Watchtower ID: WT3381FUDIA, Postcode: 3381, Population Served: 151, Watchtower Point of Contact Name: Penny Carrier, x: 142.760263, y: -37.028979, Diameter of Cell: 0.367578
Watchtower ID: WT3381FKFEZ, Postcode: 3381, Population Served: 151, Watchtower Point of Contact Name: Elmer Griffin, x: 142.449114, y: -37.024765, Diameter of Cell: 0.362239
Watchtower ID: WT3381JVYWT, Postcode: 3381, Population Served: 151, Watchtower Point of Contact Name: Sandra Chevarie, x: 142.404973, y: -37.307593, Diameter of Cell: 0.335175
Watchtower ID: WT3381KVHUF, Postcode: 3381, Population Served: 151, Watchtower Point of Contact Name: Margaret Fox, x: 142.496534, y: -37.194168, Diameter of Cell: 0.287591
Watchtower ID: WT3301HQZAE, Postcode: 3301, Population Served: 605, Watchtower Point of Contact Name: Kim Keane, x: 142.072392, y: -37.777003, Diameter of Cell: 0.432170
Watchtower ID: WT3301IQFNG, Postcode: 3301, Population Served: 605, Watchtower Point of Contact Name: Steve Rone, x: 141.756272, y: -37.688179, Diameter of Cell: 0.427774
Watchtower ID: WT3285WNGGS, Postcode: 3285, Population Served: 1207, Watchtower Point of Contact Name: Ora Clifton, x: 142.144702, y: -38.314831, Diameter of Cell: 1.190390
Watchtower ID: WT3467JKMEF, Postcode: 3467, Population Served: 397, Watchtower Point of Contact Name: Manuel Abnet, x: 143.492470, y: -37.152096, Diameter of Cell: 0.165927
Watchtower ID: WT3467QUKAH, Postcode: 3467, Population Served: 397, Watchtower Point of Contact Name: Amy Robinson, x: 143.473183, y: -37.115460, Diameter of Cell: 0.283837
Watchtower ID: WT3467LHHIZ, Postcode: 3467, Population Served: 397, Watchtower Point of Contact Name: Richard Griffin, x: 143.502612, y: -37.088348, Diameter of Cell: 0.262445
Watchtower ID: WT3462DADMQ, Postcode: 3462, Population Served: 1173, Watchtower Point of Contact Name: Nancy Campbell, x: 144.137481, y: -37.131272, Diameter of Cell: 0.215324
Watchtower ID: WT3959PMBNZ, Postcode: 3959, Population Served: 1151, Watchtower Point of Contact Name: Vicki Lee, x: 146.082176, y: -38.669335, Diameter of Cell: 0.244398
Watchtower ID: WT3699BGPTB, Postcode: 3699, Population Served: 562, Watchtower Point of Contact Name: Thelma Williams, x: 147.214600, y: -36.820831, Diameter of Cell: 0.231769
Watchtower ID: WT3699OPGQD, Postcode: 3699, Population Served: 562, Watchtower Point of Contact Name: Barbara Nguyen, x: 147.186349, y: -36.846367, Diameter of Cell: 0.461970
Watchtower ID: WT3232GSLYH, Postcode: 3232, Population Served: 1114, Watchtower Point of Contact Name: Joshua Sickafoose, x: 143.961120, y: -38.544885, Diameter of Cell: 0.617507
Watchtower ID: WT3933UXXXP, Postcode: 3933, Population Served: 549, Watchtower Point of Contact Name: Shaun Guffey, x: 145.117060, y: -38.262284, Diameter of Cell: 0.082693
Watchtower ID: WT3933WXYJR, Postcode: 3933, Population Served: 549, Watchtower Point of Contact Name: Zachary Goza, x: 145.076658, y: -38.270004, Diameter of Cell: 0.114970
Watchtower ID: WT3882QOVKL, Postcode: 3882, Population Served: 365, Watchtower Point of Contact Name: Debbie Boulos, x: 147.778847, y: -37.813105, Diameter of Cell: 0.289289
Watchtower ID: WT3882ISHVI, Postcode: 3882, Population Served: 365, Watchtower Point of Contact Name: Shawn Muzzy, x: 147.793721, y: -37.840668, Diameter of Cell: 0.074586
Watchtower ID: WT3882RGSSA, Postcode: 3882, Population Served: 365, Watchtower Point of Contact Name: Phillis Schuch, x: 147.755796, y: -37.856666, Diameter of Cell: 0.306709
Watchtower ID: WT3701KWYIQ, Postcode: 3701, Population Served: 269, Watchtower Point of Contact Name: Martha Moore, x: 147.393030, y: -36.254894, Diameter of Cell: 0.456033
Watchtower ID: WT3701XMJIG, Postcode: 3701, Population Served: 269, Watchtower Point of Contact Name: Mark Hicks, x: 147.267234, y: -36.174691, Diameter of Cell: 0.706991
Watchtower ID: WT3701TPSEH, Postcode: 3701, Population Served: 269, Watchtower Point of Contact Name: Grant Kennedy, x: 147.412413, y: -36.742342, Diameter of Cell: 0.404100
Watchtower ID: WT3701BLODZ, Postcode: 3701, Population Served: 269, Watchtower Point of Contact Name: William Spann, x: 147.347493, y: -36.829498, Diameter of Cell: 0.514519
Watchtower ID: WT3662ATDOV, Postcode: 3662, Population Served: 1078, Watchtower Point of Contact Name: Paul Ellis, x: 145.088732, y: -36.991088, Diameter of Cell: 0.298293
Watchtower ID: WT3740IECZM, Postcode: 3740, Population Served: 1072, Watchtower Point of Contact Name: Michael Perez, x: 146.921752, y: -36.646295, Diameter of Cell: 0.385679
Watchtower ID: WT3664SWXIM, Postcode: 3664, Population Served: 535, Watchtower Point of Contact Name: Marty Irons, x: 145.421356, y: -36.857284, Diameter of Cell: 0.232073
Watchtower ID: WT3664EILRT, Postcode: 3664, Population Served: 535, Watchtower Point of Contact Name: Maryanne Lynn, x: 145.421613, y: -36.937887, Diameter of Cell: 0.147777
Watchtower ID: WT3792SKYCB, Postcode: 3792, Population Served: 1065, Watchtower Point of Contact Name: Colby Doyle, x: 145.398816, y: -37.886351, Diameter of Cell: 0.107722
Watchtower ID: WT3787KIMNH, Postcode: 3787, Population Served: 1062, Watchtower Point of Contact Name: Betty Sampson, x: 145.363581, y: -37.859544, Diameter of Cell: 0.047360
Watchtower ID: WT3759ICVDE, Postcode: 3759, Population Served: 1062, Watchtower Point of Contact Name: Iva Molnar, x: 145.232980, y: -37.626873, Diameter of Cell: 0.074418
Watchtower ID: WT3537EGSDE, Postcode: 3537, Population Served: 521, Watchtower Point of Contact Name: Laurie Martines, x: 143.509209, y: -35.998732, Diameter of Cell: 0.301576
Watchtower ID: WT3537GDZFE, Postcode: 3537, Population Served: 521, Watchtower Point of Contact Name: Sherry Peake, x: 143.564065, y: -36.065561, Diameter of Cell: 0.318508
Watchtower ID: WT3312BCEJQ, Postcode: 3312, Population Served: 1031, Watchtower Point of Contact Name: Alexandra Ratzlaff, x: 141.386499, y: -37.852136, Diameter of Cell: 0.736479
Watchtower ID: WT3446VQPAV, Postcode: 3446, Population Served: 512, Watchtower Point of Contact Name: Cassandra Adami, x: 144.410093, y: -37.213339, Diameter of Cell: 0.287558
Watchtower ID: WT3446LXAKM, Postcode: 3446, Population Served: 512, Watchtower Point of Contact Name: Maria Lyons, x: 144.407379, y: -37.183832, Diameter of Cell: 0.264131
Watchtower ID: WT3713OZEIC, Postcode: 3713, Population Served: 1024, Watchtower Point of Contact Name: Ann Salinas, x: 146.015574, y: -37.271155, Diameter of Cell: 0.319118
Watchtower ID: WT3332FSCDK, Postcode: 3332, Population Served: 338, Watchtower Point of Contact Name: Henry Kirkpatrick, x: 144.150918, y: -37.974667, Diameter of Cell: 0.219638
Watchtower ID: WT3332WMOFU, Postcode: 3332, Population Served: 338, Watchtower Point of Contact Name: Ramon Clark, x: 144.157725, y: -37.929152, Diameter of Cell: 0.196336
Watchtower ID: WT3332VSYVL, Postcode: 3332, Population Served: 338, Watchtower Point of Contact Name: Charles Koons, x: 144.087423, y: -37.906319, Diameter of Cell: 0.222099
Watchtower ID: WT3988UFLKM, Postcode: 3988, Population Served: 999, Watchtower Point of Contact Name: Gregory Dugue, x: 145.837578, y: -38.261380, Diameter of Cell: 0.182429
Watchtower ID: WT3640IJEAX, Postcode: 3640, Population Served: 498, Watchtower Point of Contact Name: Craig January, x: 145.562385, y: -35.952668, Diameter of Cell: 0.202959
Watchtower ID: WT3640AAQGU, Postcode: 3640, Population Served: 498, Watchtower Point of Contact Name: Carl Ivory, x: 145.485239, y: -35.955726, Diameter of Cell: 0.173663
Watchtower ID: WT3371TKLWD, Postcode: 3371, Population Served: 198, Watchtower Point of Contact Name: Rosie Balmes, x: 143.780980, y: -37.140381, Diameter of Cell: 0.235778
Watchtower ID: WT3371LQPJM, Postcode: 3371, Population Served: 198, Watchtower Point of Contact Name: Charles Guthrie, x: 143.587822, y: -37.279099, Diameter of Cell: 0.249146
Watchtower ID: WT3371NRCNH, Postcode: 3371, Population Served: 198, Watchtower Point of Contact Name: Carlos French, x: 143.541294, y: -37.191693, Diameter of Cell: 0.162040
Watchtower ID: WT3371EDHJW, Postcode: 3371, Population Served: 198, Watchtower Point of Contact Name: Maria Mccormick, x: 143.698755, y: -37.159665, Diameter of Cell: 0.290045
Watchtower ID: WT3371FSXOU, Postcode: 3371, Population Served: 198, Watchtower Point of Contact Name: Stephen Fuger, x: 143.582272, y: -37.221829, Diameter of Cell: 0.143428
Watchtower ID: WT3856LZQQX, Postcode: 3856, Population Served: 494, Watchtower Point of Contact Name: Harold Clark, x: 146.574796, y: -38.097274, Diameter of Cell: 0.347475
Watchtower ID: WT3856VWUCE, Postcode: 3856, Population Served: 494, Watchtower Point of Contact Name: Calvin Peters, x: 146.669666, y: -38.066078, Diameter of Cell: 0.315265
Watchtower ID: WT3822UTLBA, Postcode: 3822, Population Served: 328, Watchtower Point of Contact Name: Martha Cantell, x: 145.970784, y: -38.259788, Diameter of Cell: 0.125451
Watchtower ID: WT3822ZUESE, Postcode: 3822, Population Served: 328, Watchtower Point of Contact Name: Vera Trujillo, x: 145.973257, y: -38.193204, Diameter of Cell: 0.082282
Watchtower ID: WT3822SCXUE, Postcode: 3822, Population Served: 328, Watchtower Point of Contact Name: Olivia Kealoha, x: 146.044519, y: -38.216529, Diameter of Cell: 0.114719
Watchtower ID: WT3294HMRGS, Postcode: 3294, Population Served: 959, Watchtower Point of Contact Name: Donna Hunt, x: 142.410335, y: -37.727395, Diameter of Cell: 0.314271
Watchtower ID: WT3558YVRNF, Postcode: 3558, Population Served: 913, Watchtower Point of Contact Name: Shirley Mercier, x: 144.469348, y: -36.389614, Diameter of Cell: 0.341552
Watchtower ID: WT3390MNEYB, Postcode: 3390, Population Served: 910, Watchtower Point of Contact Name: Russel Oneal, x: 142.365563, y: -36.671527, Diameter of Cell: 0.456728
Watchtower ID: WT3929QUHGX, Postcode: 3929, Population Served: 301, Watchtower Point of Contact Name: Reta Dear, x: 144.982174, y: -38.478208, Diameter of Cell: 0.347413
Watchtower ID: WT3929CVLPY, Postcode: 3929, Population Served: 301, Watchtower Point of Contact Name: Teresa Lombard, x: 144.996123, y: -38.497902, Diameter of Cell: 0.840638
Watchtower ID: WT3929GAEUY, Postcode: 3929, Population Served: 301, Watchtower Point of Contact Name: Peter Boucher, x: 144.999468, y: -38.494613, Diameter of Cell: 0.155779
Watchtower ID: WT3623KCHIQ, Postcode: 3623, Population Served: 224, Watchtower Point of Contact Name: Melissa Nunes, x: 144.991289, y: -36.493622, Diameter of Cell: 0.196113
Watchtower ID: WT3623WHBOP, Postcode: 3623, Population Served: 224, Watchtower Point of Contact Name: Bonnie Griffin, x: 144.862454, y: -36.474062, Diameter of Cell: 0.315276
Watchtower ID: WT3623CXKIC, Postcode: 3623, Population Served: 224, Watchtower Point of Contact Name: Rebecca Lara, x: 144.908636, y: -36.441035, Diameter of Cell: 0.121926
Watchtower ID: WT3623PQJJL, Postcode: 3623, Population Served: 224, Watchtower Point of Contact Name: Brian Rivera, x: 144.932574, y: -36.458818, Diameter of Cell: 0.132321
Watchtower ID: WT3483GYMPZ, Postcode: 3483, Population Served: 889, Watchtower Point of Contact Name: Shelia Atchity, x: 142.932058, y: -36.051045, Diameter of Cell: 0.445371
Watchtower ID: WT3614FEUFX, Postcode: 3614, Population Served: 294, Watchtower Point of Contact Name: Linda Horne, x: 145.302642, y: -36.442385, Diameter of Cell: 0.226254
Watchtower ID: WT3614TGMTF, Postcode: 3614, Population Served: 294, Watchtower Point of Contact Name: Thomas Hewitt, x: 145.351836, y: -36.454343, Diameter of Cell: 0.156859
Watchtower ID: WT3614RPLDA, Postcode: 3614, Population Served: 294, Watchtower Point of Contact Name: Wendy Allen, x: 145.333846, y: -36.484728, Diameter of Cell: 0.206620
Watchtower ID: WT3448IZIRK, Postcode: 3448, Population Served: 219, Watchtower Point of Contact Name: Danny Warden, x: 144.426755, y: -37.100456, Diameter of Cell: 0.252824
Watchtower ID: WT3448TCXAB, Postcode: 3448, Population Served: 219, Watchtower Point of Contact Name: Alvin Christensen, x: 144.468456, y: -36.994697, Diameter of Cell: 0.247581
Watchtower ID: WT3448ARUDG, Postcode: 3448, Population Served: 219, Watchtower Point of Contact Name: Rebecca Gunn, x: 144.295239, y: -37.025542, Diameter of Cell: 0.202919
Watchtower ID: WT3448QJBPL, Postcode: 3448, Population Served: 219, Watchtower Point of Contact Name: Nancy Bourgeois, x: 144.440079, y: -37.027949, Diameter of Cell: 0.221809
Watchtower ID: WT3859EZZZF, Postcode: 3859, Population Served: 417, Watchtower Point of Contact Name: Mario West, x: 146.874864, y: -37.938146, Diameter of Cell: 0.315896
Watchtower ID: WT3859ROSCD, Postcode: 3859, Population Served: 417, Watchtower Point of Contact Name: James Kraft, x: 146.813608, y: -37.885691, Diameter of Cell: 0.414530
Watchtower ID: WT3586GOKYH, Postcode: 3586, Population Served: 165, Watchtower Point of Contact Name: Susan Franca, x: 143.411445, y: -35.343266, Diameter of Cell: 0.311639
Watchtower ID: WT3586UIYSX, Postcode: 3586, Population Served: 165, Watchtower Point of Contact Name: Susan Brown, x: 143.575517, y: -35.430138, Diameter of Cell: 0.398495
Watchtower ID: WT3586DQTFQ, Postcode: 3586, Population Served: 165, Watchtower Point of Contact Name: Gail Snover, x: 143.523294, y: -35.414335, Diameter of Cell: 0.450960
Watchtower ID: WT3586VLTHI, Postcode: 3586, Population Served: 165, Watchtower Point of Contact Name: Daryl Harrell, x: 143.763865, y: -35.382522, Diameter of Cell: 2.058722
Watchtower ID: WT3586HJCAB, Postcode: 3586, Population Served: 165, Watchtower Point of Contact Name: Jon Pugh, x: 143.777820, y: -35.398815, Diameter of Cell: 1.577114
Watchtower ID: WT3242RMIRO, Postcode: 3242, Population Served: 828, Watchtower Point of Contact Name: Mary Schmidt, x: 143.919164, y: -38.392114, Diameter of Cell: 0.318404
Watchtower ID: WT3575LOVVV, Postcode: 3575, Population Served: 811, Watchtower Point of Contact Name: Bernice Crislip, x: 143.899954, y: -36.062221, Diameter of Cell: 0.394201
Watchtower ID: WT3563ASTZV, Postcode: 3563, Population Served: 808, Watchtower Point of Contact Name: Donald Cressey, x: 144.502867, y: -36.253027, Diameter of Cell: 0.303328
Watchtower ID: WT3379FSQNH, Postcode: 3379, Population Served: 803, Watchtower Point of Contact Name: Alvin Mccary, x: 142.619844, y: -37.452582, Diameter of Cell: 0.379479
Watchtower ID: WT3557JZEBK, Postcode: 3557, Population Served: 785, Watchtower Point of Contact Name: Gina Jennings, x: 144.615549, y: -36.652607, Diameter of Cell: 0.240556
Watchtower ID: WT3424UWBOM, Postcode: 3424, Population Served: 769, Watchtower Point of Contact Name: Lester Schneider, x: 141.753609, y: -35.600806, Diameter of Cell: 1.598928
Watchtower ID: WT3289ZSWDS, Postcode: 3289, Population Served: 378, Watchtower Point of Contact Name: Kim Hall, x: 142.176051, y: -37.833431, Diameter of Cell: 0.366091
Watchtower ID: WT3289KLENK, Postcode: 3289, Population Served: 378, Watchtower Point of Contact Name: Scott Paxson, x: 142.285734, y: -37.830369, Diameter of Cell: 0.385460
Watchtower ID: WT3570CVYRO, Postcode: 3570, Population Served: 753, Watchtower Point of Contact Name: Lynne Mcduffie, x: 144.270837, y: -36.569796, Diameter of Cell: 0.296883
Watchtower ID: WT3903XNRPU, Postcode: 3903, Population Served: 375, Watchtower Point of Contact Name: David Chaffins, x: 147.833500, y: -37.771689, Diameter of Cell: 0.508623
Watchtower ID: WT3903AHDFU, Postcode: 3903, Population Served: 375, Watchtower Point of Contact Name: Alvin Alston, x: 147.840794, y: -37.813992, Diameter of Cell: 0.079851
Watchtower ID: WT3221FUGFU, Postcode: 3221, Population Served: 749, Watchtower Point of Contact Name: Ebony Greer, x: 144.207127, y: -38.181166, Diameter of Cell: 0.203232
Watchtower ID: WT3269FLZCI, Postcode: 3269, Population Served: 730, Watchtower Point of Contact Name: Sheila Mittler, x: 143.103578, y: -38.682745, Diameter of Cell: 0.743578
Watchtower ID: WT3618RGICZ, Postcode: 3618, Population Served: 679, Watchtower Point of Contact Name: James Stratton, x: 145.112725, y: -36.372828, Diameter of Cell: 0.253987
Watchtower ID: WT3521QXPYY, Postcode: 3521, Population Served: 165, Watchtower Point of Contact Name: Mary Carrasquillo, x: 144.825045, y: -37.057886, Diameter of Cell: 0.171045
Watchtower ID: WT3521WLRVZ, Postcode: 3521, Population Served: 165, Watchtower Point of Contact Name: James Greenhalge, x: 144.882708, y: -37.103835, Diameter of Cell: 0.249355
Watchtower ID: WT3521GHFHW, Postcode: 3521, Population Served: 165, Watchtower Point of Contact Name: Angela Jones, x: 144.809164, y: -37.051119, Diameter of Cell: 0.190169
Watchtower ID: WT3521LJVFX, Postcode: 3521, Population Served: 165, Watchtower Point of Contact Name: Dale Cruz, x: 144.823518, y: -37.052833, Diameter of Cell: 0.200214
Watchtower ID: WT3728VTOCE, Postcode: 3728, Population Served: 318, Watchtower Point of Contact Name: Michael Figueras, x: 145.861000, y: -36.148398, Diameter of Cell: 0.318916
Watchtower ID: WT3728YZARW, Postcode: 3728, Population Served: 318, Watchtower Point of Contact Name: Heather Cummings, x: 145.816881, y: -36.115027, Diameter of Cell: 0.177906
Watchtower ID: WT3633ADDYP, Postcode: 3633, Population Served: 201, Watchtower Point of Contact Name: Deborah Martin, x: 145.451894, y: -36.324639, Diameter of Cell: 0.065940
Watchtower ID: WT3633WGRXB, Postcode: 3633, Population Served: 201, Watchtower Point of Contact Name: John Miller, x: 145.480239, y: -36.287541, Diameter of Cell: 0.160583
Watchtower ID: WT3633UVHAO, Postcode: 3633, Population Served: 201, Watchtower Point of Contact Name: Michael Price, x: 145.515052, y: -36.310271, Diameter of Cell: 0.174725
Watchtower ID: WT3637QUAPC, Postcode: 3637, Population Served: 198, Watchtower Point of Contact Name: Ronald Gibbs, x: 145.249335, y: -36.073510, Diameter of Cell: 0.182366
Watchtower ID: WT3637KIERO, Postcode: 3637, Population Served: 198, Watchtower Point of Contact Name: Robert Dow, x: 145.255531, y: -36.098080, Diameter of Cell: 0.167408
Watchtower ID: WT3637KCRBJ, Postcode: 3637, Population Served: 198, Watchtower Point of Contact Name: Dana Johannes, x: 145.323917, y: -36.062107, Diameter of Cell: 0.148629
Watchtower ID: WT3646ODVHA, Postcode: 3646, Population Served: 292, Watchtower Point of Contact Name: Cole Garcia, x: 145.723261, y: -36.388493, Diameter of Cell: 0.231074
Watchtower ID: WT3646YIARV, Postcode: 3646, Population Served: 292, Watchtower Point of Contact Name: Howard Adams, x: 145.772448, y: -36.106478, Diameter of Cell: 0.169848
Watchtower ID: WT3392VMHPA, Postcode: 3392, Population Served: 193, Watchtower Point of Contact Name: Joe Howland, x: 142.707284, y: -36.424373, Diameter of Cell: 0.209461
Watchtower ID: WT3392RTNTS, Postcode: 3392, Population Served: 193, Watchtower Point of Contact Name: Patricia Duke, x: 142.529980, y: -36.510249, Diameter of Cell: 0.359014
Watchtower ID: WT3392CNJDX, Postcode: 3392, Population Served: 193, Watchtower Point of Contact Name: John Kruse, x: 142.519201, y: -36.432076, Diameter of Cell: 0.385166
Watchtower ID: WT3697NJLRT, Postcode: 3697, Population Served: 574, Watchtower Point of Contact Name: Lorene Adams, x: 147.235091, y: -36.704761, Diameter of Cell: 0.356789
Watchtower ID: WT3063WZIQE, Postcode: 3063, Population Served: 114, Watchtower Point of Contact Name: James Miller, x: 144.810617, y: -37.553502, Diameter of Cell: 0.080911
Watchtower ID: WT3063NRXLC, Postcode: 3063, Population Served: 114, Watchtower Point of Contact Name: Mildred Emery, x: 144.858706, y: -37.631184, Diameter of Cell: 0.047177
Watchtower ID: WT3063BAQSG, Postcode: 3063, Population Served: 114, Watchtower Point of Contact Name: Kerrie Muirhead, x: 144.847700, y: -37.614116, Diameter of Cell: 0.133128
Watchtower ID: WT3063SHXWL, Postcode: 3063, Population Served: 114, Watchtower Point of Contact Name: Jacquline Gaines, x: 144.814317, y: -37.548448, Diameter of Cell: 0.063365
Watchtower ID: WT3063QANBA, Postcode: 3063, Population Served: 114, Watchtower Point of Contact Name: Andres Hargrove, x: 144.867527, y: -37.633111, Diameter of Cell: 0.118214
Watchtower ID: WT3670PLGJW, Postcode: 3670, Population Served: 286, Watchtower Point of Contact Name: Amanda Rances, x: 145.854305, y: -36.550196, Diameter of Cell: 0.338842
Watchtower ID: WT3670UZILW, Postcode: 3670, Population Served: 286, Watchtower Point of Contact Name: Alice Mount, x: 145.900354, y: -36.755462, Diameter of Cell: 0.351031
Watchtower ID: WT3720INUUX, Postcode: 3720, Population Served: 142, Watchtower Point of Contact Name: Lydia Wake, x: 145.850930, y: -36.996800, Diameter of Cell: 0.239059
Watchtower ID: WT3720MGCOZ, Postcode: 3720, Population Served: 142, Watchtower Point of Contact Name: Ronald Geathers, x: 145.925742, y: -37.045132, Diameter of Cell: 0.190616
Watchtower ID: WT3720QRVEC, Postcode: 3720, Population Served: 142, Watchtower Point of Contact Name: Jason Martinez, x: 145.942252, y: -36.979903, Diameter of Cell: 0.252218
Watchtower ID: WT3720PRDQD, Postcode: 3720, Population Served: 142, Watchtower Point of Contact Name: Brittany Figueroa, x: 145.890910, y: -37.081588, Diameter of Cell: 0.231519
Watchtower ID: WT3334SWQXD, Postcode: 3334, Population Served: 141, Watchtower Point of Contact Name: Leslie Wilson, x: 143.935330, y: -37.824155, Diameter of Cell: 0.289071
Watchtower ID: WT3334GGKOS, Postcode: 3334, Population Served: 141, Watchtower Point of Contact Name: Elizabet Benson, x: 144.162169, y: -37.678912, Diameter of Cell: 0.341608
Watchtower ID: WT3334ZGRIM, Postcode: 3334, Population Served: 141, Watchtower Point of Contact Name: Danielle Aguilar, x: 143.936139, y: -37.714793, Diameter of Cell: 0.215268
Watchtower ID: WT3334URENZ, Postcode: 3334, Population Served: 141, Watchtower Point of Contact Name: Laura Cooley, x: 143.972917, y: -37.704443, Diameter of Cell: 0.265118
Watchtower ID: WT3874BQSHG, Postcode: 3874, Population Served: 558, Watchtower Point of Contact Name: Danny Davis, x: 146.892979, y: -38.634298, Diameter of Cell: 0.738319
Watchtower ID: WT3566XFFVH, Postcode: 3566, Population Served: 275, Watchtower Point of Contact Name: Katherine Rances, x: 144.380296, y: -35.942102, Diameter of Cell: 1.195951
Watchtower ID: WT3566TZUNA, Postcode: 3566, Population Served: 275, Watchtower Point of Contact Name: Jane Riherd, x: 144.272566, y: -35.964984, Diameter of Cell: 0.560270
Watchtower ID: WT3384SCVXJ, Postcode: 3384, Population Served: 547, Watchtower Point of Contact Name: Mattie English, x: 142.825709, y: -36.864248, Diameter of Cell: 0.385302
Watchtower ID: WT3594VFWKC, Postcode: 3594, Population Served: 265, Watchtower Point of Contact Name: Maria Wyatt, x: 143.369806, y: -35.136893, Diameter of Cell: 0.770669
Watchtower ID: WT3594HMRHI, Postcode: 3594, Population Served: 265, Watchtower Point of Contact Name: Regina Stevenson, x: 143.361443, y: -35.139081, Diameter of Cell: 0.299980
Watchtower ID: WT3324PZTHD, Postcode: 3324, Population Served: 529, Watchtower Point of Contact Name: Ray Hunt, x: 143.378486, y: -37.830359, Diameter of Cell: 0.496655
Watchtower ID: WT3314MSPDH, Postcode: 3314, Population Served: 262, Watchtower Point of Contact Name: Kristopher Dillis, x: 142.494281, y: -37.429460, Diameter of Cell: 0.369069
Watchtower ID: WT3314MMCAP, Postcode: 3314, Population Served: 262, Watchtower Point of Contact Name: Brenda Hier, x: 142.246200, y: -37.241569, Diameter of Cell: 0.543779
Watchtower ID: WT3251FUJSG, Postcode: 3251, Population Served: 522, Watchtower Point of Contact Name: Lisa Voegele, x: 143.579739, y: -38.162393, Diameter of Cell: 0.538720
Watchtower ID: WT3385SBYHN, Postcode: 3385, Population Served: 517, Watchtower Point of Contact Name: Jose Muscarella, x: 142.476967, y: -36.728798, Diameter of Cell: 0.397890
Watchtower ID: WT3966FVIXR, Postcode: 3966, Population Served: 511, Watchtower Point of Contact Name: Nicholas Jones, x: 146.386064, y: -38.632532, Diameter of Cell: 0.230664
Watchtower ID: WT3944IPDXM, Postcode: 3944, Population Served: 510, Watchtower Point of Contact Name: Bea Perkins, x: 144.694676, y: -38.308211, Diameter of Cell: 0.300019
Watchtower ID: WT3711ZTDQC, Postcode: 3711, Population Served: 492, Watchtower Point of Contact Name: Michelle Henkel, x: 145.720696, y: -37.388436, Diameter of Cell: 0.305421
